"PLOCode","PLOName","PLODescription","ProgramCode","AcademicProgram","CollegeCode","DepartmentCode"
"8605.4226.2","8605 - Associate in Science, Emphasis in Astronomy (AS)-4226.2","Utilize laboratory equipment, telescopes, and software to gather data, observations, measurements in order to find patterns, correlations, and relationships related to our origins and place in the Universe and the possibility of life elsewhere in the universe. (AST111, AST112, [MA])","8605AS","8605 - Associate in Science, Emphasis in Astronomy (AS)","08PHYSE","PHYSE.AST"
"8605.4226.3","8605 - Associate in Science, Emphasis in Astronomy (AS)-4226.3","Clearly communicate scientific ideas to a diverse audience - qualitatively and quantitatively, in verbal, written, and visual formats, using an appropriate technical vocabulary. (AST111, AST112, PHY115, PHY116, PHY121, PHY131, (COM), [FYC], [HU], [L], [MA], [SB])","8605AS","8605 - Associate in Science, Emphasis in Astronomy (AS)","08PHYSE","PHYSE.AST"
"8605.4226.4","8605 - Associate in Science, Emphasis in Astronomy (AS)-4226.4","Implement a macro perspective to interpret, analyze, and engage with universal concepts. (AST111, AST112, PHY115, PHY116, PHY121, PHY131, [L], [FYC])","8605AS","8605 - Associate in Science, Emphasis in Astronomy (AS)","08PHYSE","PHYSE.AST"
"8605.4226.5","8605 - Associate in Science, Emphasis in Astronomy (AS)-4226.5","Critically assess problems using the principles, methodologies and perspectives of Astronomy. (AST111, AST112, PHY115, PHY116, PHY121, PHY131)","8605AS","8605 - Associate in Science, Emphasis in Astronomy (AS)","08PHYSE","PHYSE.AST"
"8605.4226.6","8605 - Associate in Science, Emphasis in Astronomy (AS)-4226.6","Evaluate published materials for scientific validity. (AST111, AST112, [FYC], [L])","8605AS","8605 - Associate in Science, Emphasis in Astronomy (AS)","08PHYSE","PHYSE.AST"
"8605.4226.7","8605 - Associate in Science, Emphasis in Astronomy (AS)-4226.7","Compare and contrast the perspectives of diverse societies and cultures. (AST111, AST112, [FYC], [L], [HU], [SB])","8605AS","8605 - Associate in Science, Emphasis in Astronomy (AS)","08PHYSE","PHYSE.AST"
"8605.4226.8","8605 - Associate in Science, Emphasis in Astronomy (AS)-4226.8","Demonstrate ethical practices in individual and collaborative work settings. (AST111, AST112, [L], [FYC], [HU], [MA], [SB])","8605AS","8605 - Associate in Science, Emphasis in Astronomy (AS)","08PHYSE","PHYSE.AST"
"8605.4226.9","8605 - Associate in Science, Emphasis in Astronomy (AS)-4226.9","Integrate and apply theory and observational data to develop solutions to societal problems. (AST111, AST112, [L], [FYC], [HU], [SB])","8605AS","8605 - Associate in Science, Emphasis in Astronomy (AS)","08PHYSE","PHYSE.AST"
"8605.4226.10","8605 - Associate in Science, Emphasis in Astronomy (AS)-4226.10","Apply relevant knowledge, skills, and habits of mind to seek career opportunities in the field. (FYE101, FYE103)","8605AS","8605 - Associate in Science, Emphasis in Astronomy (AS)","08PHYSE","PHYSE.AST"
"8606.4226.1","8606 - Associate in Science, Emphasis in Physics (AS)-4226.1","Communicate scientific ideas, both qualitatively and quantitatively, using an appropriate technical vocabulary. (PHY115, PHY116, PHY121, PHY131, PHY241, BIO181++, BIO182++, CHM150, CHM150AA, CHM151, CHM151AA, CHM151LL, CHM152, CHM152AA, CHM152LL, MAT220, MAT221, MAT225, MAT230, MAT231, MAT240, MAT241, MAT276, MAT277, [FYC], [L], (COM))","8606AS","8606 - Associate in Science, Emphasis in Physics (AS)","08PHYSE","PHYSE.PHY"
"8606.4226.2","8606 - Associate in Science, Emphasis in Physics (AS)-4226.2","Collaborate with others from diverse backgrounds. (PHY115, PHY116, PHY121, PHY131, PHY241, BIO181++, BIO182++, CHM150, CHM150AA, CHM151, CHM151AA, CHM151LL, CHM152, CHM152AA, CHM152LL, MAT220, MAT221, MAT225, MAT230, MAT231, MAT240, MAT241, MAT276, MAT277, LANG, [FYC], [L], [HU], [SB], (COM))","8606AS","8606 - Associate in Science, Emphasis in Physics (AS)","08PHYSE","PHYSE.PHY"
"8606.4226.3","8606 - Associate in Science, Emphasis in Physics (AS)-4226.3","Provide order of magnitude estimates for physical quantities in appropriate units. (PHY115, PHY116, PHY121, PHY131, PHY241, BIO181++, BIO182++, MAT220, MAT221, MAT225, MAT230, MAT231, MAT240, MAT241, MAT276, MAT277)","8606AS","8606 - Associate in Science, Emphasis in Physics (AS)","08PHYSE","PHYSE.PHY"
"8606.4226.4","8606 - Associate in Science, Emphasis in Physics (AS)-4226.4","Describe, predict, and explain real-world phenomena, utilizing a variety of different representations, such as mathematical, graphical, and pictorial formalisms. (PHY115, PHY116, PHY121, PHY131, PHY241, BIO181++, BIO182++, CHM150, CHM150AA, CHM151, CHM151AA, CHM151LL, CHM152, CHM152AA, CHM152LL, MAT220, MAT221, MAT225, MAT230, MAT231, MAT240, MAT241, MAT276, MAT277, [FYC], (COM))","8606AS","8606 - Associate in Science, Emphasis in Physics (AS)","08PHYSE","PHYSE.PHY"
"8606.4226.5","8606 - Associate in Science, Emphasis in Physics (AS)-4226.5","Collect and analyze experimental data, and then draw reasonable conclusions to both develop and support the laws of Physics. (PHY115, PHY116, PHY121, PHY131, PHY241, BIO181++, BIO182++, CHM150, CHM150AA, CHM151, CHM151AA, CHM151LL, CHM152, CHM152AA, CHM152LL, MAT220, MAT221, MAT225, MAT230, MAT231, MAT240, MAT241, MAT276, MAT277, [L])","8606AS","8606 - Associate in Science, Emphasis in Physics (AS)","08PHYSE","PHYSE.PHY"
"8606.4226.6","8606 - Associate in Science, Emphasis in Physics (AS)-4226.6","Apply principles of Physics to solve problems both inside and outside the classroom. (PHY115, PHY116, PHY121, PHY131, PHY241, BIO181++, BIO182++, MAT220, MAT221, MAT225, MAT230, MAT231, MAT240, MAT241, MAT276, MAT277)","8606AS","8606 - Associate in Science, Emphasis in Physics (AS)","08PHYSE","PHYSE.PHY"
"8606.4226.7","8606 - Associate in Science, Emphasis in Physics (AS)-4226.7","Transfer information and problem-solving methods from familiar to unfamiliar contexts. (PHY115, PHY116, PHY121, PHY131, PHY241, BIO181++, BIO182++, MAT220, MAT221, MAT225, MAT230, MAT231, MAT240, MAT241, MAT276, MAT277, [FYC], [L])","8606AS","8606 - Associate in Science, Emphasis in Physics (AS)","08PHYSE","PHYSE.PHY"
"8606.4226.8","8606 - Associate in Science, Emphasis in Physics (AS)-4226.8","Apply relevant knowledge, skills, and habits of mind to seek career opportunities in the field. (FYE101, FYE103)","8606AS","8606 - Associate in Science, Emphasis in Physics (AS)","08PHYSE","PHYSE.PHY"
"8607.4226.1","8607 - Associate in Science, Emphasis in Engineering (AS)-4226.1","Apply principles of engineering, science, and mathematics to model and solve an engineering problem. (ECE102, ECE103, ECE105, ECE211, ECE212, ECE214, ECE215, ECE216, ECE216LL, EEE202, MAT220, MAT221, MAT230, MAT231, MAT240, MAT241, MAT276, MAT277, PHY115, PHY116, PHY121, PHY131)","8607AS","8607 - Associate in Science, Emphasis in Engineering (AS)","08PHYSE","PHYSE.ENGR"
"8607.4226.2","8607 - Associate in Science, Emphasis in Engineering (AS)-4226.2","Utilize the engineering design process to produce solutions that meet technical specifications and societal needs (e.g. public health, sustainability, and environmental). (ECE102, ECE103, EEE202)","8607AS","8607 - Associate in Science, Emphasis in Engineering (AS)","08PHYSE","PHYSE.ENGR"
"8607.4226.3","8607 - Associate in Science, Emphasis in Engineering (AS)-4226.3","Apply visual and spatial reasoning to solve engineering problems. (ECE102, ECE103, ECE211, ECE212, ECE215, ECE216, ECE216LL, MAT220, MAT221, MAT230, MAT231, MAT240, MAT241, MAT276, MAT277, PHY115, PHY116, PHY121, PHY131)","8607AS","8607 - Associate in Science, Emphasis in Engineering (AS)","08PHYSE","PHYSE.ENGR"
"8607.4226.4","8607 - Associate in Science, Emphasis in Engineering (AS)-4226.4","Develop and conduct appropriate experimentation and testing, analyze and interpret data, and use engineering judgment to draw conclusions. (ECE102, ECE103, CSC/EEE120, EEE202, PHY115, PHY116, PHY121, PHY131)","8607AS","8607 - Associate in Science, Emphasis in Engineering (AS)","08PHYSE","PHYSE.ENGR"
"8607.4226.5","8607 - Associate in Science, Emphasis in Engineering (AS)-4226.5","Demonstrate ability to think globally, inclusively, equitably, and sustainably in engineering and societal contexts. (ECE102, ECE103, PHY115, PHY116, PHY121, PHY131, [FYC], [HU])","8607AS","8607 - Associate in Science, Emphasis in Engineering (AS)","08PHYSE","PHYSE.ENGR"
"8607.4226.6","8607 - Associate in Science, Emphasis in Engineering (AS)-4226.6","Demonstrate effective collaboration and participation on a diverse and inclusive engineering team to establish goals, plan tasks, and meet objectives. (ECE102, ECE103, CSC/EEE120, EEE202, MAT220, MAT221, MAT230, MAT231, MAT240, MAT241, MAT276, MAT277, PHY115, PHY116, PHY121, PHY131, (COM), [FYC], [HU], [SB])","8607AS","8607 - Associate in Science, Emphasis in Engineering (AS)","08PHYSE","PHYSE.ENGR"
"8607.4226.7","8607 - Associate in Science, Emphasis in Engineering (AS)-4226.7","Use effective written, visual, and oral strategies to communicate to a range of audiences. (ECE102, ECE103, CSC/EEE120, EEE202, (COM), (CRE), [FYC], [L])","8607AS","8607 - Associate in Science, Emphasis in Engineering (AS)","08PHYSE","PHYSE.ENGR"
"8607.4226.8","8607 - Associate in Science, Emphasis in Engineering (AS)-4226.8","Recognize ethical and professional responsibilities in engineering situations and the implications for society at large. (ECE103, [FYC], [HU], [SB])","8607AS","8607 - Associate in Science, Emphasis in Engineering (AS)","08PHYSE","PHYSE.ENGR"
"8607.4226.9","8607 - Associate in Science, Emphasis in Engineering (AS)-4226.9","Demonstrate creativity, curiosity, and adaptability in a variety of contexts. (ECE102, ECE103, ECE104, MAT220, MAT221, MAT230, MAT231, MAT240, MAT241, MAT276, MAT277, PHY115, PHY116, PHY121, PHY131, (CRE), [FYC], [L])","8607AS","8607 - Associate in Science, Emphasis in Engineering (AS)","08PHYSE","PHYSE.ENGR"
"8607.4226.10","8607 - Associate in Science, Emphasis in Engineering (AS)-4226.10","Apply relevant knowledge, skills, and habits of mind to seek career opportunities in the field. (FYE101, FYE103)","8607AS","8607 - Associate in Science, Emphasis in Engineering (AS)","08PHYSE","PHYSE.ENGR"
"8607.4226.11","8607 - Associate in Science, Emphasis in Engineering (AS)-4226.11","BIOMEDICAL ENGINEERING ADDITIONAL LEARNING OUTCOMES:","8607AS","8607 - Associate in Science, Emphasis in Engineering (AS)","08PHYSE","PHYSE.ENGR"
"8607.4226.12","8607 - Associate in Science, Emphasis in Engineering (AS)-4226.12","Apply fundamental theories of physical, chemical, and life sciences to construct models to demonstrate an understanding of fundamental biochemical principles, such as the structure/function of biomolecules, metabolic pathways, and the regulation of biological/biochemical processes. (BIO181, BIO181XT, BIO182, BIO182XT, BIO201, BIO201XT, CHM151, CHM151LL, CHM151AA, CHM152, CHM152LL, MAT220, MAT221, MAT230, MAT231, MAT240, MAT241, MAT276, MAT277, PHY115, PHY116, PHY121, PHY131)","8607AS","8607 - Associate in Science, Emphasis in Engineering (AS)","08PHYSE","PHYSE.ENGR"
"8607.4226.13","8607 - Associate in Science, Emphasis in Engineering (AS)-4226.13","CHEMICAL ENGINEERING ADDITIONAL LEARNING OUTCOMES:","8607AS","8607 - Associate in Science, Emphasis in Engineering (AS)","08PHYSE","PHYSE.ENGR"
"8607.4226.14","8607 - Associate in Science, Emphasis in Engineering (AS)-4226.14","Apply fundamental theories of physical, chemical, and life sciences to construct models to demonstrate an understanding of fundamental biochemical principles, such as the structure/function of biomolecules, metabolic pathways, and the regulation of biological/biochemical processes. (BIO181, BIO181XT, BIO182, BIO182XT, BIO201, BIO201XT, CHM151, CHM151LL, CHM151AA, CHM152, CHM152LL, CHM235, CHM235LL, CHM236, CHM236LL, MAT220, MAT221, MAT230, MAT231, MAT240, MAT241, MAT276, MAT277, PHY115, PHY116, PHY121, PHY131)","8607AS","8607 - Associate in Science, Emphasis in Engineering (AS)","08PHYSE","PHYSE.ENGR"
"8607.4226.15","8607 - Associate in Science, Emphasis in Engineering (AS)-4226.15","CIVIL ENGINEERING ADDITIONAL LEARNING OUTCOMES:","8607AS","8607 - Associate in Science, Emphasis in Engineering (AS)","08PHYSE","PHYSE.ENGR"
"8607.4226.16","8607 - Associate in Science, Emphasis in Engineering (AS)-4226.16","Apply free-body diagrams to analyze forces, stresses, strains, and moments on objects in equilibrium. (ECE211, ECE212, ECE215, PHY115, PHY121)","8607AS","8607 - Associate in Science, Emphasis in Engineering (AS)","08PHYSE","PHYSE.ENGR"
"8607.4226.17","8607 - Associate in Science, Emphasis in Engineering (AS)-4226.17","Analyze the dynamics of particles, systems of particles, and rigid bodies. (ECE212, PHY115, PHY121)","8607AS","8607 - Associate in Science, Emphasis in Engineering (AS)","08PHYSE","PHYSE.ENGR"
"8607.4226.18","8607 - Associate in Science, Emphasis in Engineering (AS)-4226.18","COMPUTER SYSTEMS ENGINEERING ADDITIONAL LEARNING OUTCOMES:","8607AS","8607 - Associate in Science, Emphasis in Engineering (AS)","08PHYSE","PHYSE.ENGR"
"8607.4226.19","8607 - Associate in Science, Emphasis in Engineering (AS)-4226.19","Apply programming and Boolean logic for algorithmic development to solve engineering problems. (CSC100++, CSC110++, CSC/EEE120, CSC/EEE230, CSC240)","8607AS","8607 - Associate in Science, Emphasis in Engineering (AS)","08PHYSE","PHYSE.ENGR"
"8607.4226.20","8607 - Associate in Science, Emphasis in Engineering (AS)-4226.20","Apply circuit analysis concepts to linear analog electrical systems. (CSC/EEE120, EEE202, PHY116, PHY131)","8607AS","8607 - Associate in Science, Emphasis in Engineering (AS)","08PHYSE","PHYSE.ENGR"
"8607.4226.21","8607 - Associate in Science, Emphasis in Engineering (AS)-4226.21","ELECTRICAL ENGINEERING ADDITIONAL LEARNING OUTCOMES:","8607AS","8607 - Associate in Science, Emphasis in Engineering (AS)","08PHYSE","PHYSE.ENGR"
"8607.4226.22","8607 - Associate in Science, Emphasis in Engineering (AS)-4226.22","Apply programming and Boolean logic for algorithmic development to solve engineering problems. (CSC100++, CSC110++, CSC/EEE120, CSC/EEE230, CS","8607AS","8607 - Associate in Science, Emphasis in Engineering (AS)","08PHYSE","PHYSE.ENGR"
"8608.4226.1","8608 - Associate in Science, Emphasis in Geology (AS)-4226.1","Identify and interpret different rock and mineral groups, and associate the rocks with specific rock-forming processes. (GLG101, GLG101IN, GLG102, GLG102IN, GLG103, GLG104)","8608AS","8608 - Associate in Science, Emphasis in Geology (AS)","08PHYSE","PHYSE.GLGGEOG"
"8608.4226.2","8608 - Associate in Science, Emphasis in Geology (AS)-4226.2","Explain the role of plate tectonics in geology. (GLG101, GLG101IN, GLG102, GLG102IN, GLG103, GLG104)","8608AS","8608 - Associate in Science, Emphasis in Geology (AS)","08PHYSE","PHYSE.GLGGEOG"
"8608.4226.3","8608 - Associate in Science, Emphasis in Geology (AS)-4226.3","Relate geologic time to Earth processes. (GLG101, GLG101IN, GLG102, GLG102IN, GLG103, GLG104)","8608AS","8608 - Associate in Science, Emphasis in Geology (AS)","08PHYSE","PHYSE.GLGGEOG"
"8608.4226.4","8608 - Associate in Science, Emphasis in Geology (AS)-4226.4","Critically evaluate fundamental earth science literature and spatial data. (GLG101, GLG101IN, GLG102, GLG102IN, GLG103, GLG104, MAT230, MAT231, MAT240, MAT241, [FYC], [L], [MA])","8608AS","8608 - Associate in Science, Emphasis in Geology (AS)","08PHYSE","PHYSE.GLGGEOG"
"8608.4226.5","8608 - Associate in Science, Emphasis in Geology (AS)-4226.5","Observe, interpret, and communicate data as it relates to Earth processes. (GLG101, GLG101IN, GLG102, GLG102IN, GLG103, GLG104, CHM150, CHM150AA, CHM151, CHM151AA, CHM151LL, MAT230, MAT231, MAT240, MAT241, PHY115, PHY116, PHY121, PHY131, (COM), [FYC], [L], [MA])","8608AS","8608 - Associate in Science, Emphasis in Geology (AS)","08PHYSE","PHYSE.GLGGEOG"
"8608.4226.6","8608 - Associate in Science, Emphasis in Geology (AS)-4226.6","Use evidence to outline the broad history of the planet and explain how the past can be used to anticipate future changes. (GLG101, GLG101IN, GLG102, GLG102IN, GLG103, GLG104, (CRE), [FYC], [L])","8608AS","8608 - Associate in Science, Emphasis in Geology (AS)","08PHYSE","PHYSE.GLGGEOG"
"8608.4226.7","8608 - Associate in Science, Emphasis in Geology (AS)-4226.7","Determine causes and impacts of natural hazards. (GLG101, GLG101IN, [HU], [SB])","8608AS","8608 - Associate in Science, Emphasis in Geology (AS)","08PHYSE","PHYSE.GLGGEOG"
"8608.4226.8","8608 - Associate in Science, Emphasis in Geology (AS)-4226.8","Interpret the origin, distribution, and uses of geological resources. (GLG101, GLG101IN, GLG102, GLG102IN, GLG103, GLG104, CHM150, CHM150AA, CHM151, CHM151AA, CHM151LL, CHM152, CHM152LL, CHM152AA, [HU], [SB])","8608AS","8608 - Associate in Science, Emphasis in Geology (AS)","08PHYSE","PHYSE.GLGGEOG"
"8608.4226.9","8608 - Associate in Science, Emphasis in Geology (AS)-4226.9","Synthesize field information and spatial relationships to create geologic maps and cross-sections. (GLG101, GLG101IN, GLG102, GLG102IN, GLG103, GLG104, MAT230, MAT231, MAT240, MAT241, [FYC], [L], [MA])","8608AS","8608 - Associate in Science, Emphasis in Geology (AS)","08PHYSE","PHYSE.GLGGEOG"
"8608.4226.10","8608 - Associate in Science, Emphasis in Geology (AS)-4226.10","Apply relevant knowledge, skills, and habits of mind to seek career opportunities in the field. (FYE101, FYE103)","8608AS","8608 - Associate in Science, Emphasis in Geology (AS)","08PHYSE","PHYSE.GLGGEOG"
"8609.4226.1","8609 - Associate in Science, Emphasis in Secondary Education (AS)-4226.1","Demonstrate a foundational knowledge of secondary education content area. (AST/GLG106, BIO181++, BIO182++, BIO201++, BIO202, BIO205, BIO240, BPC110, CHM150, CHM150AA, CHM151, CHM151AA, CHM151LL, CHM152, CHM152AA, CHM152LL, CHM154, CHM154LL, CHM230, CHM230LL, CHM235, CHM235LL, CHM236, CHM236LL, CIS105, CSC180, CSC180AA, CSC180AB, GLG101, GLG101IN, GLG103, MAT230, MAT231, MAT240, MAT241, MAT276, MAT277, PHY101, PHY101AA, PHY111, PHY111AA, PHY115, PHY116, PHY121, PHY131, PHY241, PHY241)","8609AS","8609 - Associate in Science, Emphasis in Secondary Education (AS)","08SBSCI","SBSCI.EDUECH"
